City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,chifeng,42.2683,118.9636,23.77,33,9,3.12,CN,1687636425
366,villa gesell,-37.2639,-56.973,11.7,86,100,3.1,AR,1687636426
367,izyum,49.2088,37.2485,18.4,94,100,2.28,UA,1687636426
368,fuerte olimpo,-21.0415,-57.8738,33.71,26,0,4.69,PY,1687636426
369,ronne,55.1009,14.7066,17.95,82,17,4.63,DK,1687636426
370,zhanaozen,43.3,52.8,22.14,32,67,4.37,KZ,1687636426
371,maile,-38.9466,-72.3727,11.34,81,100,0.89,CL,1687636426
372,gisborne,-38.6533,178.0042,13.12,84,100,6.96,NZ,1687636426
373,fortuna foothills,32.6578,-114.4119,38.45,7,0,2.24,US,1687636427
374,port blair,11.6667,92.75,28.02,83,40,2.06,IN,1687636427
375,inari,68.906,27.0288,21.11,45,80,0.85,FI,1687636427
376,hamamatsu,34.7,137.7333,21.07,89,63,1.31,JP,1687636230
377,tuapse,44.1125,39.0742,19.34,85,0,2.21,RU,1687636427
378,baukau,51.5526,7.2042,24.92,43,0,1.59,DE,1687636427
379,tofol,5.3248,163.0078,28.41,77,100,6.34,FM,1687636427
380,ryotsu-minato,38.0833,138.4333,19.18,87,51,0.14,JP,1687636428
381,guerrero negro,27.9769,-114.0611,22.44,56,0,9.34,MX,1687636428
382,kailua-kona,19.6406,-155.9956,27.98,80,40,3.6,US,1687635943
383,coquimbo,-29.9533,-71.3436,19.85,72,0,6.17,CL,1687636396
384,kayyerkan,69.3786,87.7439,8.5,100,100,2.88,RU,1687636428
385,la passe,45.5549,-0.8967,27.13,63,25,3.27,FR,1687636428
386,makubetsu,45.3714,141.8211,14.08,92,9,3.19,JP,1687636429
387,belmonte,-15.8631,-38.8828,23.77,77,100,2.73,BR,1687636429
388,aswan,24.0934,32.907,36.61,11,0,0.0,EG,1687636429
389,phalaborwa,-23.943,31.1411,18.6,55,0,1.63,ZA,1687636429
390,hotan,37.0997,79.9269,28.34,17,7,5.02,CN,1687636429
391,andergrove,-21.0833,149.1833,16.47,91,19,1.42,AU,1687636429
392,maintirano,-18.0667,44.0167,22.1,69,0,5.28,MG,1687636429
393,ulan bator,47.9077,106.8832,8.07,93,20,2.0,MN,1687636430
394,ribeira brava,32.65,-17.0667,23.35,70,0,1.19,PT,1687636430
395,princeville,45.7668,-61.2985,28.82,50,0,4.63,CA,1687636430
396,karatas,36.582,35.3701,26.08,65,0,2.83,TR,1687636430
397,pauini,-7.7136,-66.9764,28.47,68,100,0.29,BR,1687636430
398,gaspe,48.8334,-64.4819,25.12,61,100,2.06,CA,1687636145
399,fort mcmurray,56.7268,-111.381,27.77,32,0,3.09,CA,1687636430
400,katsuren-haebaru,26.3369,127.8719,27.01,83,98,3.83,JP,1687636431
401,antofagasta,-23.65,-70.4,22.6,68,3,1.84,CL,1687636310
402,xilin hot,43.9667,116.0333,21.14,49,13,2.54,CN,1687636431
403,caleta de carquin,-11.0925,-77.6267,22.33,68,4,3.67,PE,1687636431
404,eyl,7.9803,49.8164,25.28,79,100,10.63,SO,1687636431
405,kapuskasing,49.4169,-82.4331,24.05,46,100,3.6,CA,1687636432
406,kenora,49.8167,-94.4337,22.54,49,75,7.2,CA,1687636432
407,arraial do cabo,-22.9661,-42.0278,24.98,78,0,2.57,BR,1687636432
408,minas de marcona,-15.2119,-75.1103,19.37,56,2,3.56,PE,1687636432
409,olinda,-8.0089,-34.8553,27.85,65,40,5.66,BR,1687636432
410,muang xay,20.7,101.9833,22.12,99,100,0.9,LA,1687636432
411,cradock,-32.1642,25.6192,11.25,48,0,2.03,ZA,1687636433
412,rosetta,31.4044,30.4164,24.51,75,0,4.44,EG,1687636433
413,chabahar,25.2919,60.643,29.63,77,90,5.53,IR,1687636433
414,nieves,15.3274,120.9485,27.73,91,98,1.18,PH,1687636433
415,santana,-0.0583,-51.1817,32.1,58,40,3.6,BR,1687636431
416,korsakov,46.6328,142.7813,10.91,90,92,0.33,RU,1687636433
417,novyy turtkul',41.55,61.0167,23.95,18,5,5.36,UZ,1687636434
418,yanchep,-31.55,115.6833,11.07,79,38,3.54,AU,1687636434
419,wynyard,-41.0,145.7167,10.42,87,51,4.99,AU,1687636434
420,quelimane,-17.8786,36.8883,19.97,88,75,1.03,MZ,1687636434
421,mahanje,-9.9333,35.3333,16.36,70,78,0.49,TZ,1687636434
422,afif,23.9065,42.9172,32.77,10,28,2.84,SA,1687636434
423,joao pinheiro,-17.7425,-46.1725,22.85,38,100,1.53,BR,1687636434
424,berberati,4.2612,15.7922,20.61,96,100,0.37,CF,1687636435
425,hasaki,35.7333,140.8333,22.38,87,100,2.1,JP,1687636435
426,as sulayyil,20.4607,45.5779,35.14,9,1,0.91,SA,1687636435
427,gadzhiyevo,69.2551,33.3362,12.7,72,98,3.98,RU,1687636435
428,bridgewater,44.3835,-64.5155,27.28,76,100,8.75,CA,1687636368
429,waingapu,-9.6567,120.2641,23.67,86,100,2.99,ID,1687636435
430,yaren,-0.5472,166.916,28.85,76,65,6.37,NR,1687636436
431,kutum,14.2,24.6667,29.9,31,100,4.0,SD,1687636436
432,mount pearl,47.5166,-52.7813,25.19,65,20,7.2,CA,1687636032
433,sechura,-5.5569,-80.8222,27.2,59,63,5.63,PE,1687636436
434,luwuk,-0.9516,122.7875,24.92,88,71,1.94,ID,1687636436
435,sisimiut,66.9395,-53.6735,5.96,72,100,3.63,GL,1687636436
436,jingdezhen,29.2947,117.2079,22.56,99,100,1.05,CN,1687636436
437,masterton,-40.9597,175.6575,11.62,93,100,2.73,NZ,1687636436
438,tayaman,13.2295,120.5726,26.6,84,100,3.32,PH,1687636437
439,bati,11.1833,40.0167,24.81,34,29,5.11,ET,1687636437
440,tulln,48.3283,16.0586,19.41,86,86,2.04,AT,1687636437
441,tomatlan,19.9333,-105.25,33.79,45,1,5.48,MX,1687636437
442,touros,-5.1989,-35.4608,26.25,73,11,6.72,BR,1687636437
443,arteche,12.2645,125.4048,25.81,86,100,1.2,PH,1687636437
444,gilgit,35.9221,74.3087,28.9,40,9,1.06,PK,1687636438
445,zaragoza,41.6561,-0.8773,32.67,32,0,2.57,ES,1687636359
446,inverell,-29.7833,151.1167,6.01,66,0,1.69,AU,1687636438
447,derinkuyu,38.3751,34.7342,20.31,62,0,1.61,TR,1687636438
448,trenggalek,-8.05,111.7167,22.22,95,70,0.48,ID,1687636438
449,remiremont,48.0175,6.5882,22.1,63,0,2.26,FR,1687636438
450,crateus,-5.1783,-40.6775,31.13,39,61,4.88,BR,1687636439
451,forest,37.3638,-79.2897,28.84,71,75,2.06,US,1687636439
452,myitkyina,25.3833,97.4,23.74,99,61,0.48,MM,1687636439
453,bikenibeu village,1.3673,173.1241,28.98,84,75,4.63,KI,1687636439
454,lianzhou,24.7811,112.3825,23.43,99,100,1.25,CN,1687636439
455,yanam,16.7333,82.2167,24.62,93,100,2.33,IN,1687636440
456,sake,-1.5736,29.045,17.86,92,99,0.9,CD,1687636440
457,portland,45.5234,-122.6762,25.61,49,0,2.68,US,1687636353
458,kilju,40.9642,129.3278,17.55,96,42,0.35,KP,1687636440
459,taoudenni,22.6783,-3.9836,38.87,7,0,0.57,ML,1687636440
460,olula del rio,37.383,-2.3067,25.86,48,0,2.12,ES,1687636440
461,la cruz,23.9167,-106.9,32.02,57,4,4.51,MX,1687636440
462,ak'ordat,15.5486,37.8867,27.82,48,100,3.35,ER,1687636441
463,cartagena,10.3997,-75.5144,31.79,70,40,5.66,CO,1687635983
464,iskateley,67.6803,53.1512,10.01,65,99,2.51,RU,1687636441
465,hajiganj,23.2511,90.8592,26.26,90,100,5.59,BD,1687636441
466,dunhua,43.3725,128.2425,17.4,90,67,2.57,CN,1687636441
467,meadow lake,34.8014,-106.5436,33.08,7,0,5.9,US,1687636442
468,revda,56.801,59.9303,8.13,89,66,1.53,RU,1687636442
469,tosno,59.54,30.8775,15.9,81,8,1.62,RU,1687636442
470,mossel bay,-34.1831,22.146,13.96,89,100,8.01,ZA,1687636442
471,vilyuysk,63.7553,121.6247,17.18,70,99,2.22,RU,1687636442
472,nagasaki,32.7447,129.8736,24.91,78,100,1.06,JP,1687636151
473,keflavik,64.0049,-22.5624,12.95,94,100,5.66,IS,1687636442
474,aberystwyth,52.4155,-4.0829,19.28,89,91,1.91,GB,1687636443
475,richards bay,-28.783,32.0377,17.23,90,0,2.68,ZA,1687636443
476,rio verde de mato grosso,-18.9181,-54.8442,28.05,45,28,2.32,BR,1687636443
477,san rafael del yuma,18.4299,-68.6739,34.11,55,21,5.64,DO,1687636443
478,tateyama,34.9833,139.8667,22.21,86,100,1.17,JP,1687636443
479,tangalle,6.024,80.7911,25.48,90,100,4.97,LK,1687636443
480,la ronge,55.1001,-105.2842,26.14,31,20,3.6,CA,1687636444
481,draguignan,43.5333,6.4667,26.31,54,0,1.54,FR,1687636444
482,the pas,53.8251,-101.2541,28.01,26,75,3.6,CA,1687636444
483,castro marim,37.2207,-7.4435,26.81,46,0,2.45,PT,1687636444
484,benguela,-12.5763,13.4055,19.8,86,53,1.63,AO,1687636444
485,san jose del cabo,23.0589,-109.6977,32.55,61,5,1.79,MX,1687636368
486,greymouth,-42.4667,171.2,11.65,88,100,2.3,NZ,1687636444
487,linhares,-19.3911,-40.0722,21.3,92,100,0.93,BR,1687636445
488,lorengau,-2.0226,147.2712,27.07,79,100,4.9,PG,1687636445
489,bandar lampung,-5.4254,105.258,24.22,94,100,1.35,ID,1687636445
490,robore,-18.3333,-59.75,31.2,39,2,4.47,BO,1687636445
491,bella vista,36.4295,-94.2316,34.07,60,0,8.75,US,1687636445
492,newport,51.5877,-2.9984,24.06,84,1,2.51,GB,1687636445
493,turtas,58.9417,69.1325,8.09,74,100,0.7,RU,1687636446
494,paragominas,-2.9667,-47.4833,27.94,65,79,2.21,BR,1687636446
495,pula,44.8683,13.8481,22.31,64,20,5.66,HR,1687636446
496,devils lake,48.1128,-98.8651,19.06,73,100,11.83,US,1687636446
497,keetmanshoop,-26.5833,18.1333,17.51,16,0,3.09,NA,1687636446
498,bodaybo,57.8506,114.1933,14.44,97,100,0.97,RU,1687636446
499,prainha,-1.8,-53.48,30.93,54,43,1.9,BR,1687636446
500,ghidigeni,46.05,27.5,20.45,73,100,1.75,RO,1687636447
501,n'zeto,-7.2312,12.8666,21.81,91,4,3.89,AO,1687636447
502,menongue,-14.6585,17.691,12.41,39,0,1.94,AO,1687636447
503,ulladulla,-35.35,150.4667,12.23,51,0,4.1,AU,1687636193
504,icano,-28.9193,-65.3282,27.48,34,0,1.7,AR,1687636447
505,mhamid,29.82,-5.72,34.4,7,0,4.47,MA,1687636447
506,matoury,4.8483,-52.3317,28.98,79,75,3.6,GF,1687636448
507,homer,59.6425,-151.5483,16.54,87,75,3.09,US,1687636448
508,fontanelas,38.8472,-9.4372,27.73,49,20,8.75,PT,1687636448
509,dzuunharaa,48.8523,106.4579,12.37,93,15,0.27,MN,1687636448
510,gembu,6.7,11.2667,17.02,97,100,1.38,NG,1687636448
511,aktau,43.65,51.2,18.32,59,0,4.28,KZ,1687636222
512,quellon,-43.1167,-73.6167,12.14,76,75,2.06,CL,1687636448
513,itaiba,-8.9475,-37.4228,22.7,78,75,5.32,BR,1687636449
514,nicoya,10.1483,-85.452,29.08,76,100,1.31,CR,1687636449
515,agat village,13.3886,144.6585,27.52,89,40,2.57,GU,1687636449
516,zouerate,22.7187,-12.4521,33.34,16,1,6.35,MR,1687636449
517,lesnoy,57.6198,63.0784,8.58,94,96,0.8,RU,1687636449
518,tolanaro,-25.0319,46.9987,16.04,77,40,2.06,MG,1687636449
519,amahai,-3.3333,128.9167,25.16,89,22,1.28,ID,1687636450
520,planeta rica,8.4147,-75.5883,29.67,78,100,2.55,CO,1687636450
521,kudahuvadhoo,2.6708,72.8944,27.86,79,100,7.2,MV,1687636450
522,bermejillo,25.8833,-103.6167,36.69,12,9,4.03,MX,1687636450
523,kaiapoi,-43.3783,172.6401,12.82,94,75,4.12,NZ,1687636264
524,chernyshevskiy,63.0128,112.4714,13.07,68,99,1.34,RU,1687636450
525,macaubas,-13.0194,-42.6986,26.08,29,93,1.5,BR,1687636450
526,brejo,-3.6844,-42.7503,28.44,67,96,1.73,BR,1687636451
527,claveria,18.6074,121.0832,26.03,86,100,3.82,PH,1687636451
528,oodweyne,9.4092,45.064,25.2,52,100,6.59,SO,1687636451
529,maddela,16.3414,121.6849,22.55,94,100,0.17,PH,1687636451
530,sidi yahia el gharb,34.3065,-6.3062,26.37,71,0,4.16,MA,1687636451
531,gerash,27.6652,54.1371,30.08,11,0,2.97,IR,1687636451
532,kolokani,13.5728,-8.0339,27.06,61,82,9.05,ML,1687636452
533,santiago de cao,-7.9589,-79.2392,24.07,78,7,5.66,PE,1687636452
534,monrovia,6.3005,-10.7969,26.87,88,64,3.85,LR,1687636452
535,taroa,8.7058,171.2275,28.33,77,57,9.37,MH,1687636452
536,nyurba,63.2842,118.3319,15.47,73,100,0.25,RU,1687636452
537,dingli,35.8614,14.3822,22.12,83,0,7.2,MT,1687636452
538,pedernales,18.0384,-71.744,32.3,53,73,0.86,DO,1687636452
539,arno,60.1167,18.6333,13.89,68,40,2.89,SE,1687636453
540,nantucket,41.2835,-70.0995,25.08,94,40,5.66,US,1687636431
541,coahuayana de hidalgo,18.7,-103.6583,33.63,50,58,4.41,MX,1687636453
542,pariaman,-0.619,100.12,25.03,89,99,1.44,ID,1687636453
543,sao vicente,-23.9631,-46.3919,30.1,57,0,3.09,BR,1687636453
544,la sarre,48.8002,-79.1996,26.37,35,87,4.71,CA,1687636453
545,saint-philippe,-21.3585,55.7679,19.77,81,86,6.43,RE,1687636454
546,khandyga,62.6667,135.6,21.15,68,4,0.5,RU,1687636454
547,yerofey pavlovich,53.9667,121.9667,9.68,91,61,2.21,RU,1687636454
548,castelldefels,41.2779,1.9703,27.99,84,20,2.06,ES,1687636454
549,al qusiyah,27.4402,30.8184,32.15,19,0,4.57,EG,1687636454
550,ujae,8.9322,165.7642,28.22,80,84,8.65,MH,1687636454
551,mega,4.05,38.3,16.72,62,78,3.5,ET,1687636455
552,alice springs,-23.7,133.8833,12.9,53,40,25.48,AU,1687636455
553,t'aebaek,37.1759,128.9889,16.59,91,14,1.18,KR,1687636455
554,revelstoke,50.9832,-118.2023,20.01,56,0,2.06,CA,1687636455
555,pacific grove,36.6177,-121.9166,21.23,69,40,4.63,US,1687636455
556,bowen,-20.0167,148.2333,21.89,77,97,3.0,AU,1687636455
557,hlusk,52.903,28.6845,18.52,81,100,2.15,BY,1687636456
558,barra de santo antonio,-9.4047,-35.5072,23.6,83,3,7.21,BR,1687636456
559,plouzane,48.3833,-4.6167,25.18,57,0,3.09,FR,1687636456
560,ngaoundere,7.3167,13.5833,18.8,94,100,1.21,CM,1687636456
561,frontera,26.9333,-101.45,40.18,31,20,3.6,MX,1687636456
562,gualeguaychu,-33.0094,-58.5172,21.8,78,100,1.57,AR,1687636254
563,hami,42.8,93.45,26.1,17,100,0.95,CN,1687636457
564,nagqu,31.5,92.0,3.26,34,0,1.21,CN,1687636457
565,tynda,55.1667,124.7167,9.79,86,63,0.62,RU,1687636457
566,dudinka,69.4058,86.1778,8.68,92,100,4.02,RU,1687636457
567,kattivakkam,13.2167,80.3167,30.05,86,100,3.52,IN,1687636457
568,kyabe,9.4515,18.9449,23.42,87,100,2.0,TD,1687636439
569,old orchard beach,43.5173,-70.3775,24.03,93,100,3.09,US,1687636458
